binned_hours,airtemp,rainfall,humidity,date,weekDay,mean_hourlyL1,mean_hourlySE18,mean_hourlySE20,mean_hourlySE24,mean_hourlySE26,mean_hourlySE28,mean_hourlySE29,TotalL1,L1available,TotalSE18,SE18available,TotalSE20,SE20available,TotalSE24,SE24available,TotalSE26,SE26available,TotalSE28,SE28available,TotalSE29,SE29available,weekNum,hour,workingHour,workDay,PH,weeklyTemp,weeklyHumid,weeklyrainfall
2018-01-04 22,26.25833333,0,87.98333333,4/1/2018,Thursday,110.25,50.33333333,465.5833333,89.58333333,109.0833333,151.0833333,129.4166667,178,67.75,279,228.6666667,548,82.41666667,167,77.41666667,214,104.9166667,186,34.91666667,333,203.5833333,1,22,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 23,26.31666667,0,87.95833333,4/1/2018,Thursday,105.9166667,42.75,500.6666667,109.6666667,101.6666667,148.5,121.9166667,178,72.08333333,279,236.25,548,47.33333333,167,57.33333333,214,112.3333333,186,37.5,333,211.0833333,1,23,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 00,26.1,0,89.50909091,5/1/2018,Friday,99,38.81818182,520.2727273,121.8181818,96,146.9090909,113,178,79,279,240.1818182,548,27.72727273,167,45.18181818,214,118,186,39.09090909,333,220,1,0,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 01,25.81666667,0,90.725,5/1/2018,Friday,97,32.91666667,522.1666667,121.5,91.25,144.0833333,111.1666667,178,81,279,246.0833333,548,25.83333333,167,45.5,214,122.75,186,41.91666667,333,221.8333333,1,1,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 02,25.86666667,0,90.125,5/1/2018,Friday,97.08333333,29.16666667,523.6666667,126.4166667,89,144,108,178,80.91666667,279,249.8333333,548,24.33333333,167,40.58333333,214,125,186,42,333,225,1,2,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 03,26.10833333,0,88.275,5/1/2018,Friday,97.41666667,26.58333333,525.5,130.3333333,87.5,144,106.6666667,178,80.58333333,279,252.4166667,548,22.5,167,36.66666667,214,126.5,186,42,333,226.3333333,1,3,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 04,25.99166667,0,89.73333333,5/1/2018,Friday,96.58333333,28.5,535.3333333,150.1666667,88.5,182.4166667,105.75,178,81.41666667,279,250.5,548,12.66666667,167,16.83333333,214,125.5,186,3.583333333,333,227.25,1,4,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 05,26.05833333,0,89.73333333,5/1/2018,Friday,98.41666667,34.25,534.3333333,151.3333333,86.83333333,185,107.25,178,79.58333333,279,244.75,548,13.66666667,167,15.66666667,214,127.1666667,186,1,333,225.75,1,5,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 06,25.85833333,0,89.91666667,5/1/2018,Friday,108.75,45.75,529.8333333,141.75,94.5,185.6666667,109.25,178,69.25,279,233.25,548,18.16666667,167,25.25,214,119.5,186,0.333333333,333,223.75,1,6,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 07,25.86666667,0,88.25833333,5/1/2018,Friday,145.75,83,509.8333333,110.6666667,130.3333333,185.0833333,133.25,178,32.25,279,196,548,38.16666667,167,56.33333333,214,83.66666667,186,0.916666667,333,199.75,1,7,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 08,26.73333333,0,82.875,5/1/2018,Friday,169.75,113.6666667,472,70.58333333,148.6666667,185.1666667,157.3333333,178,8.25,279,165.3333333,548,76,167,96.41666667,214,65.33333333,186,0.833333333,333,175.6666667,1,8,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 09,27.15833333,0,81.66666667,5/1/2018,Friday,176.3333333,138.3333333,436.5833333,46.5,161.1666667,185.1666667,174.1666667,178,1.666666667,279,140.6666667,548,111.4166667,167,120.5,214,52.83333333,186,0.833333333,333,158.8333333,1,9,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 10,25.34166667,0.416666667,96.21666667,5/1/2018,Friday,174.4166667,142.9166667,394.25,52,163.6666667,186,178.5,178,3.583333333,279,136.0833333,548,153.75,167,115,214,50.33333333,186,0,333,154.5,1,10,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 11,25.775,0,96.175,5/1/2018,Friday,174.5,135.4166667,335.75,43.75,159.9166667,184.6666667,182.0833333,178,3.5,279,143.5833333,548,212.25,167,123.25,214,54.08333333,186,1.333333333,333,150.9166667,1,11,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 12,26.78333333,0,89.45833333,5/1/2018,Friday,159.5833333,111.1666667,279.1666667,2.5,157,183.4166667,181.5833333,178,18.41666667,279,167.8333333,548,268.8333333,167,164.5,214,57,186,2.583333333,333,151.4166667,1,12,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 13,27.1,0,87.425,5/1/2018,Friday,163.75,117,268.8333333,0,155.0833333,180.75,204.1666667,178,14.25,279,162,548,279.1666667,167,167,214,58.91666667,186,5.25,333,128.8333333,1,13,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 14,27.475,0,85.3,5/1/2018,Friday,165.9166667,125.75,302.5833333,2.583333333,151.1666667,181.3333333,199.5,178,12.08333333,279,153.25,548,245.4166667,167,164.4166667,214,62.83333333,186,4.666666667,333,133.5,1,14,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-05 15,28,0.016666667,82.00833333,5/1/2018,Friday,174.3333333,113.4166667,315.25,2.166666667,147.9166667,178.75,195.0833333,178,3.666666667,279,165.5833333,548,232.75,167,164.8333333,214,66.08333333,186,7.25,333,137.9166667,1,15,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-05 16,28.525,0,76.7,5/1/2018,Friday,161.3333333,111.5,297.1666667,0,148.3333333,175,185.9166667,178,16.66666667,279,167.5,548,250.8333333,167,167,214,65.66666667,186,11,333,147.0833333,1,16,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-05 17,28.73333333,0,75.425,5/1/2018,Friday,154.9166667,108.9166667,291.3333333,0,146.4166667,170.0833333,186.4166667,178,23.08333333,279,170.0833333,548,256.6666667,167,167,214,67.58333333,186,15.91666667,333,146.5833333,1,17,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-05 18,27.8,0,80.65833333,5/1/2018,Friday,137.5,81.16666667,252.25,0,121.4166667,158.3333333,182.3333333,178,40.5,279,197.8333333,548,295.75,167,167,214,92.58333333,186,27.66666667,333,150.6666667,1,18,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 19,26.84166667,0,85.50833333,5/1/2018,Friday,123.25,67.66666667,171.8333333,0,110.3333333,152.9166667,164.9166667,178,54.75,279,211.3333333,548,376.1666667,167,167,214,103.6666667,186,33.08333333,333,168.0833333,1,19,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 20,26.70833333,0,86.875,5/1/2018,Friday,55.75,63.66666667,143.6666667,0,106.25,153.75,177,178,122.25,279,215.3333333,548,404.3333333,167,167,214,107.75,186,32.25,333,156,1,20,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 21,26.46666667,0,89.175,5/1/2018,Friday,35.16666667,55.75,261.6666667,12.33333333,106.4166667,153.25,195.5833333,178,142.8333333,279,223.25,548,286.3333333,167,154.6666667,214,107.5833333,186,32.75,333,137.4166667,1,21,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 22,26.26666667,0,89.75833333,5/1/2018,Friday,34.91666667,58.25,422.6666667,73.25,113,149.1666667,190.75,178,143.0833333,279,220.75,548,125.3333333,167,93.75,214,101,186,36.83333333,333,142.25,1,22,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-05 23,26.15,0,92.25,5/1/2018,Friday,28.5,52.5,478.5,104,109.8333333,147.0833333,181.25,178,149.5,279,226.5,548,69.5,167,63,214,104.1666667,186,38.91666667,333,151.75,1,23,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 00,25.84545455,0,94.44545455,6/1/2018,Saturday,24.36363636,45.09090909,515.3636364,115.4545455,103.5454545,144.1818182,170.5454545,178,153.6363636,279,233.9090909,548,32.63636364,167,51.54545455,214,110.4545455,186,41.81818182,333,162.4545455,1,0,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 01,25.725,0,93.975,6/1/2018,Saturday,22.75,37,519.75,128.0833333,96.66666667,141.1666667,165.5833333,178,155.25,279,242,548,28.25,167,38.91666667,214,117.3333333,186,44.83333333,333,167.4166667,1,1,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 02,25.60833333,0,92.81666667,6/1/2018,Saturday,18.5,33.41666667,529.6666667,136.5833333,94,141,161.8333333,178,159.5,279,245.5833333,548,18.33333333,167,30.41666667,214,120,186,45,333,171.1666667,1,2,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 03,25.43333333,0,94.00833333,6/1/2018,Saturday,16.16666667,28.41666667,536.3333333,142.5833333,91.5,141.1666667,156.5833333,178,161.8333333,279,250.5833333,548,11.66666667,167,24.41666667,214,122.5,186,44.83333333,333,176.4166667,1,3,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 04,25.39166667,0,94.4,6/1/2018,Saturday,14.5,25.91666667,535,152.9166667,88.16666667,182.25,156.3333333,178,163.5,279,253.0833333,548,13,167,14.08333333,214,125.8333333,186,3.75,333,176.6666667,1,4,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 05,25.29166667,0,94.875,6/1/2018,Saturday,14.08333333,29.33333333,531.6666667,151.6666667,87.08333333,183.3333333,157.8333333,178,163.9166667,279,249.6666667,548,16.33333333,167,15.33333333,214,126.9166667,186,2.666666667,333,175.1666667,1,5,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 06,25.4,0,94.64166667,6/1/2018,Saturday,20.66666667,34.08333333,528.9166667,137.75,92.16666667,183.6666667,161.8333333,178,157.3333333,279,244.9166667,548,19.08333333,167,29.25,214,121.8333333,186,2.333333333,333,171.1666667,1,6,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 07,25.45,0,94.55833333,6/1/2018,Saturday,27.91666667,48.25,521.5833333,109.3333333,104.3333333,185.75,171.1666667,178,150.0833333,279,230.75,548,26.41666667,167,57.66666667,214,109.6666667,186,0.25,333,161.8333333,1,7,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 08,25.96666667,0,92.41666667,6/1/2018,Saturday,47.16666667,57.5,495.75,67.08333333,114.4166667,167.0833333,180.5,178,130.8333333,279,221.5,548,52.25,167,99.91666667,214,99.58333333,186,18.91666667,333,152.5,1,8,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 09,26.95,0,88.15,6/1/2018,Saturday,57.41666667,77.41666667,459.5,3.333333333,125.5833333,116.5,165.6666667,178,120.5833333,279,201.5833333,548,88.5,167,163.6666667,214,88.41666667,186,69.5,333,167.3333333,1,9,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 10,28.56666667,0,77.06666667,6/1/2018,Saturday,63.16666667,84.91666667,396,0,133.3333333,123.75,163.25,178,114.8333333,279,194.0833333,548,152,167,167,214,80.66666667,186,62.25,333,169.75,1,10,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 11,29.66666667,0,68.125,6/1/2018,Saturday,63.16666667,76.41666667,284.1666667,0,136.5,124.8333333,165,178,114.8333333,279,202.5833333,548,263.8333333,167,167,214,77.5,186,61.16666667,333,168,1,11,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 12,29.18,0,72.4,6/1/2018,Saturday,52.91666667,54.5,181.75,0,129.75,121.3333333,163.3333333,178,125.0833333,279,224.5,548,366.25,167,167,214,84.25,186,64.66666667,333,169.6666667,1,12,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 13,29.38333333,0,72.575,6/1/2018,Saturday,38.75,53.66666667,123.9166667,0,119.1666667,126,177.25,178,139.25,279,225.3333333,548,424.0833333,167,167,214,94.83333333,186,60,333,155.75,1,13,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 14,29.98333333,0,68.26666667,6/1/2018,Saturday,39.91666667,66.66666667,131.4166667,0,110.5833333,133,161.25,178,138.0833333,279,212.3333333,548,416.5833333,167,167,214,103.4166667,186,53,333,171.75,1,14,1,1,0,26.67089134,88.19049042,0.028006629
2018-01-06 15,29.90833333,0,70.69166667,6/1/2018,Saturday,45.66666667,64.25,149.5833333,0,115.1666667,124.8333333,168.3333333,178,132.3333333,279,214.75,548,398.4166667,167,167,214,98.83333333,186,61.16666667,333,164.6666667,1,15,1,1,0,26.67089134,88.19049042,0.028006629
2018-01-06 16,29.75,0,75.55,6/1/2018,Saturday,46.91666667,55,181.6666667,0,121.0833333,124.4166667,177.8333333,178,131.0833333,279,224,548,366.3333333,167,167,214,92.91666667,186,61.58333333,333,155.1666667,1,16,1,1,0,26.67089134,88.19049042,0.028006629
2018-01-06 17,29.51666667,0,75.26666667,6/1/2018,Saturday,53,48.41666667,176.3333333,0,118,124.25,178.25,178,125,279,230.5833333,548,371.6666667,167,167,214,96,186,61.75,333,154.75,1,17,1,1,0,26.67089134,88.19049042,0.028006629
2018-01-06 18,28.7,0,80.44166667,6/1/2018,Saturday,54.75,54.41666667,146.1666667,0,116.1666667,129.6666667,171.5833333,178,123.25,279,224.5833333,548,401.8333333,167,167,214,97.83333333,186,56.33333333,333,161.4166667,1,18,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 19,28.05833333,0,83.625,6/1/2018,Saturday,45.16666667,66.5,49.91666667,0,112.0833333,128,151.9166667,178,132.8333333,279,212.5,548,498.0833333,167,167,214,101.9166667,186,58,333,181.0833333,1,19,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 20,27.46666667,0,87.28333333,6/1/2018,Saturday,47,65,13.83333333,0,111,121.6666667,149.8333333,178,131,279,214,548,534.1666667,167,167,214,103,186,64.33333333,333,183.1666667,1,20,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 21,27.23333333,0,89.39166667,6/1/2018,Saturday,52.16666667,61.08333333,151.25,10.91666667,103.8333333,118,153.0833333,178,125.8333333,279,217.9166667,548,396.75,167,156.0833333,214,110.1666667,186,68,333,179.9166667,1,21,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 22,27.05,0,90.15833333,6/1/2018,Saturday,47.33333333,71,375.75,76.41666667,98.66666667,113.75,152.5,178,130.6666667,279,208,548,172.25,167,90.58333333,214,115.3333333,186,72.25,333,180.5,1,22,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-06 23,26.90833333,0,91.53333333,6/1/2018,Saturday,35.5,67.66666667,458.3333333,105.75,95,109.6666667,153.8333333,178,142.5,279,211.3333333,548,89.66666667,167,61.25,214,119,186,76.33333333,333,179.1666667,1,23,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 00,26.89090909,0,91.10909091,7/1/2018,Sunday,33.18181818,52.27272727,496.1818182,116.6363636,93.36363636,106.4545455,147,178,144.8181818,279,226.7272727,548,51.81818182,167,50.36363636,214,120.6363636,186,79.54545455,333,186,1,0,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 01,26.84166667,0,91.05833333,7/1/2018,Sunday,38.5,43.66666667,511.4166667,125.25,86.41666667,104.1666667,141.75,178,139.5,279,235.3333333,548,36.58333333,167,41.75,214,127.5833333,186,81.83333333,333,191.25,1,1,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 02,26.8,0,91.675,7/1/2018,Sunday,35.75,32.5,518.9166667,137.75,83.41666667,103.25,132.6666667,178,142.25,279,246.5,548,29.08333333,167,29.25,214,130.5833333,186,82.75,333,200.3333333,1,2,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 03,26.58333333,0,93.23333333,7/1/2018,Sunday,34.75,26.66666667,524.5833333,140.6666667,79.41666667,103,128.5,178,143.25,279,252.3333333,548,23.41666667,167,26.33333333,214,134.5833333,186,83,333,204.5,1,3,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 04,26.43333333,0,94.88333333,7/1/2018,Sunday,33.41666667,27.16666667,528.3333333,148.4166667,88.66666667,177.1666667,126.3333333,178,144.5833333,279,251.8333333,548,19.66666667,167,18.58333333,214,125.3333333,186,8.833333333,333,206.6666667,1,4,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 05,26.26666667,0,96.65,7/1/2018,Sunday,31,30,528.0833333,146.5,88.25,183.5,123.6666667,178,147,279,249,548,19.91666667,167,20.5,214,125.75,186,2.5,333,209.3333333,1,5,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 06,26.23333333,0,97.41666667,7/1/2018,Sunday,35.75,35,524,139.4166667,90.66666667,183.6666667,123.75,178,142.25,279,244,548,24,167,27.58333333,214,123.3333333,186,2.333333333,333,209.25,1,6,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 07,26.44166667,0,95.03333333,7/1/2018,Sunday,46.75,44.5,522.25,119.5,95.75,183.6666667,128.5,178,131.25,279,234.5,548,25.75,167,47.5,214,118.25,186,2.333333333,333,204.5,1,7,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 08,27.15,0,91.71428571,7/1/2018,Sunday,68.08333333,65.58333333,503.1666667,90.91666667,105.5,185.75,137.75,178,109.9166667,279,213.4166667,548,44.83333333,167,76.08333333,214,108.5,186,0.25,333,195.25,1,8,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 09,28.18333333,0,85.475,7/1/2018,Sunday,73.08333333,88.91666667,463.25,27.66666667,115.0833333,185.6666667,120.8333333,178,104.9166667,279,190.0833333,548,84.75,167,139.3333333,214,98.91666667,186,0.333333333,333,212.1666667,1,9,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 10,29.03333333,0,79.13333333,7/1/2018,Sunday,77.5,99.41666667,398.9166667,0,121.5,185.8333333,114.5833333,178,100.5,279,179.5833333,548,149.0833333,167,167,214,92.5,186,0.166666667,333,218.4166667,1,10,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 11,29.75,0,75.04166667,7/1/2018,Sunday,85.41666667,89.58333333,293.4166667,0,130.9166667,185.5833333,121.75,178,92.58333333,279,189.4166667,548,254.5833333,167,167,214,83.08333333,186,0.416666667,333,211.25,1,11,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 12,29.09166667,0,77.85833333,7/1/2018,Sunday,78.66666667,75.41666667,171.75,0,127.5,184.1666667,107.5,178,99.33333333,279,203.5833333,548,376.25,167,167,214,86.5,186,1.833333333,333,225.5,1,12,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 13,28.75,0,76.10833333,7/1/2018,Sunday,76.25,63.58333333,75.91666667,0,117.9166667,177.75,103.1666667,178,101.75,279,215.4166667,548,472.0833333,167,167,214,96.08333333,186,8.25,333,229.8333333,1,13,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 14,30.125,0,66.04166667,7/1/2018,Sunday,76.16666667,53.83333333,81.83333333,0,106.5833333,173.25,121.0833333,178,101.8333333,279,225.1666667,548,466.1666667,167,167,214,107.4166667,186,12.75,333,211.9166667,1,14,1,1,0,26.67089134,88.19049042,0.028006629
2018-01-07 15,30.00833333,0,72.175,7/1/2018,Sunday,82,48.33333333,114.5833333,0,108.5,172.6666667,129.8333333,178,96,279,230.6666667,548,433.4166667,167,167,214,105.5,186,13.33333333,333,203.1666667,1,15,1,1,0,26.67089134,88.19049042,0.028006629
2018-01-07 16,28.76666667,0,76.63333333,7/1/2018,Sunday,79.08333333,38,180.4166667,0,100.5,171.4166667,127.4166667,178,98.91666667,279,241,548,367.5833333,167,167,214,113.5,186,14.58333333,333,205.5833333,1,16,1,1,0,26.67089134,88.19049042,0.028006629
2018-01-07 17,26.575,0,85.26666667,7/1/2018,Sunday,75,33.33333333,171.75,0,90.08333333,173.25,123.0833333,178,103,279,245.6666667,548,376.25,167,167,214,123.9166667,186,12.75,333,209.9166667,1,17,1,1,0,26.67089134,88.19049042,0.028006629
2018-01-07 18,25.95,0,88.375,7/1/2018,Sunday,80.16666667,35.08333333,82.58333333,0,102.0833333,169,107.8333333,178,97.83333333,279,243.9166667,548,465.4166667,167,167,214,111.9166667,186,17,333,225.1666667,1,18,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 19,26.35,0,82.7,7/1/2018,Sunday,72.66666667,28.58333333,81.66666667,0,99.91666667,169.3333333,105.6666667,178,105.3333333,279,250.4166667,548,466.3333333,167,167,214,114.0833333,186,16.66666667,333,227.3333333,1,19,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 20,25.93333333,0,84.94166667,7/1/2018,Sunday,66.58333333,38.91666667,190.0833333,0,91.91666667,170.8333333,99.83333333,178,111.4166667,279,240.0833333,548,357.9166667,167,167,214,122.0833333,186,15.16666667,333,233.1666667,1,20,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 21,26,0,90.475,7/1/2018,Sunday,57.5,47.91666667,355.6666667,33.41666667,89.5,165.6666667,110.75,178,120.5,279,231.0833333,548,192.3333333,167,133.5833333,214,124.5,186,20.33333333,333,222.25,1,21,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 22,25.74166667,0,93.43333333,7/1/2018,Sunday,46.25,49.83333333,481.4166667,100.75,92.66666667,157.8333333,125.4166667,178,131.75,279,229.1666667,548,66.58333333,167,66.25,214,121.3333333,186,28.16666667,333,207.5833333,1,22,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-07 23,25.75,0,93,7/1/2018,Sunday,41.41666667,31.91666667,502.9166667,119.8333333,87.75,153.5833333,130.0833333,178,136.5833333,279,247.0833333,548,45.08333333,167,47.16666667,214,126.25,186,32.41666667,333,202.9166667,1,23,1,0,0,26.67089134,88.19049042,0.028006629
2018-01-08 00,25.89090909,0,92.12727273,8/1/2018,Monday,39.45454545,24,510.9090909,134.2727273,82,150.0909091,125.7272727,178,138.5454545,279,255,548,37.09090909,167,32.72727273,214,132,186,35.90909091,333,207.2727273,2,0,0,0,0,24.84900794,90.22271307,0.093842593
2018-01-08 01,26.15,0,90.10833333,8/1/2018,Monday,38.75,22.75,511.9166667,142.25,76.75,150,124.9166667,178,139.25,279,256.25,548,36.08333333,167,24.75,214,137.25,186,36,333,208.0833333,2,1,0,0,0,24.84900794,90.22271307,0.093842593
2018-01-08 02,26.25,0,90.275,8/1/2018,Monday,37.41666667,16.91666667,518.3333333,144.25,75.08333333,150,123.75,178,140.5833333,279,262.0833333,548,29.66666667,167,22.75,214,138.9166667,186,36,333,209.25,2,2,0,0,0,24.84900794,90.22271307,0.093842593
2018-01-08 03,26.05833333,0,91.30833333,8/1/2018,Monday,37.66666667,14.41666667,522.1666667,145.5833333,76.75,150,121.5833333,178,140.3333333,279,264.5833333,548,25.83333333,167,21.41666667,214,137.25,186,36,333,211.4166667,2,3,0,0,0,24.84900794,90.22271307,0.093842593
